"rel_path","folder","filename","conformance","status","error","size_mb","modified","mat_format","read_method","n_vars","vars","data_var","n_rows","n_cols","matrix_class","matrix_mb","inferred_version","file_version","effective_version","expected_cols","cols_ok","version_conflict","has_timestamps","ts_len","has_variablenames","variable_names","has_ampsettings","ampsettings_kb","has_metadata","has_machinename","n_meta_fields","missing_fields","extra_fields","rate_hz","dyno_gain","read_secs","m_SampleName","m_OpType","m_Operation","m_OperationType","m_TriggerTime","m_Rate","m_CutDiameter","m_SurfaceSpeed","m_MaxRPM","m_Notes","m_Feed","m_DepthOfCut","m_Insert","m_EdgeID","m_Machine","m_Tool","m_New_Edge","m_Swarf","m_SwarfID","m_Coolant","m_fileVersion","m_Dyno","m_Stream1","conformance_v2"
"7. RR1000 Henry\141-RK-MO-2023-10-16-R1-100MPM_0.1feed_0.25DoC.mat","7. RR1000 Henry","141-RK-MO-2023-10-16-R1-100MPM_0.1feed_0.25DoC.mat","C - legacy layout, has metadata","ok","","68.807911","2024-09-28 16:40:10","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","1292800","9","double","93.0816","0.5","NaN","0.5","9","1","0","1","1292800","0","","0","NaN","1","0","16","OpType|Operation|OperationType|EdgeID|SwarfID|Coolant|fileVersion","","25600","1","26.1769751","12-RK-MO-2023-10-16-R1-60MPM_0.05feed_0.1DoC","","","","2023-10-17 13:32:27","25600","49","100","650","Roughing pass","0.1","0.25","CNMG 12 04 -08-SGF","","NLX 2500 700","QS-PCLNL 2525-12C","false","false","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\16-AA-MO-2017-6-18_FaceClean.mat","8. Milling trials (Jozef)\1. Data\1. MAT","16-AA-MO-2017-6-18_FaceClean.mat","C - legacy layout, has metadata","ok","","135.621871","2024-09-23 17:41:31","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","4113840","9","double","296.19648","0.5","NaN","0.5","9","1","0","1","4113840","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","66.8515111","16-AA-MO-2017-6-18_FaceClean","","","","2024-06-21 10:47:33","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.3","CNMG 12 04 08-SM H13A_8","","NLX-2500 | 700","R390-016A16-11L","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\16-AA-MO-2017-6-18_Step1.mat","8. Milling trials (Jozef)\1. Data\1. MAT","16-AA-MO-2017-6-18_Step1.mat","C - legacy layout, has metadata","ok","","165.550931","2024-06-19 13:44:16","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3487248","9","double","251.081856","0.5","NaN","0.5","9","1","0","1","3487248","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","35.1487364","16-AA-MO-2017-6-18","","","","2024-06-19 13:35:33","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","2","R390-11 T3 08M-KM H13A","","DMU 60 Monoblock","R390-016A16-11L","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\16-AA-MO-2017-6-18_Step2.mat","8. Milling trials (Jozef)\1. Data\1. MAT","16-AA-MO-2017-6-18_Step2.mat","C - legacy layout, has metadata","ok","","143.405448","2024-06-19 14:11:34","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3027552","9","double","217.983744","0.5","NaN","0.5","9","1","0","1","3027552","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","49.0057438","16-AA-MO-2017-6-18_Step2","","","","2024-06-19 14:04:08","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","2","R390-11 T3 08M-KM H13A","","DMU 60 Monoblock","R390-016A16-11L","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\16-AA-MO-2017-6-18_Step3.mat","8. Milling trials (Jozef)\1. Data\1. MAT","16-AA-MO-2017-6-18_Step3.mat","C - legacy layout, has metadata","ok","","14.101157","2024-06-19 14:27:41","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","297924","9","double","21.450528","0.5","NaN","0.5","9","1","0","1","297924","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","16.3090049","16-AA-MO-2017-6-18_Step3","","","","2024-06-19 14:26:45","7314.28571428571","80","60","1194","Vf = 0.1400, ae 4.8mm.","0.1","2","R390-11 T3 08M-KM H13A_2","","DMU 60 Monoblock","R390-016A16-11L","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\16-AA-MO-2017-6-18_Step4.mat","8. Milling trials (Jozef)\1. Data\1. MAT","16-AA-MO-2017-6-18_Step4.mat","C - legacy layout, has metadata","ok","","11.441362","2024-06-19 14:36:16","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","241560","9","double","17.39232","0.5","NaN","0.5","9","1","0","1","241560","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","75.9711045","16-AA-MO-2017-6-18_Step4","","","","2024-06-19 14:35:21","7314.28571428571","80","75","1194","Vf = 0.1400, ae 4.8mm.","0.1","2","R390-11 T3 08M-KM H13A_3","","DMU 60 Monoblock","R390-016A16-11L","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\16-AA-MO-2017-6-18_Step5_FFA.mat","8. Milling trials (Jozef)\1. Data\1. MAT","16-AA-MO-2017-6-18_Step5_FFA.mat","C - legacy layout, has metadata","ok","","25.746772","2024-06-21 10:40:04","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","534360","9","double","38.47392","0.5","NaN","0.5","9","1","0","1","534360","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","89.6018847","16-AA-MO-2017-6-18_Step5","","","","2024-06-21 10:38:24","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.2","CNMG 12 04 08-SM H13A_7","","NLX-2500 | 700","R390-016A16-11L","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\16-AA-MO-2017-6-18_Step6.mat","8. Milling trials (Jozef)\1. Data\1. MAT","16-AA-MO-2017-6-18_Step6.mat","C - legacy layout, has metadata","ok","","12.344221","2024-09-23 17:41:30","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","374784","9","double","26.984448","0.5","NaN","0.5","9","1","0","1","374784","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","6.0377166","16-AA-MO-2017-6-18_Step6","","","","2024-06-21 11:01:02","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.2","CNMG 12 04 08-SM H13A_9","","NLX-2500 | 700","R390-016A16-11L","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\17-AA-MO-2017-6-18_Step1_Partial.mat","8. Milling trials (Jozef)\1. Data\1. MAT","17-AA-MO-2017-6-18_Step1_Partial.mat","C - legacy layout, has metadata","ok","","55.152332","2024-06-19 15:53:11","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","1126400","9","double","81.1008","0.5","NaN","0.5","9","1","0","1","1126400","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","25600","10","84.497657","17-AA-MO-2017-6-18","","","","2024-06-19 15:49:40","25600","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_1","","NLX-2500 | 700","DDJNL2525X15JETI","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\17-AA-MO-2017-6-18_Step2.mat","8. Milling trials (Jozef)\1. Data\1. MAT","17-AA-MO-2017-6-18_Step2.mat","C - legacy layout, has metadata","ok","","147.909057","2024-06-20 10:32:45","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3119052","9","double","224.571744","0.5","NaN","0.5","9","1","0","1","3119052","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","19.2392299","17-AA-MO-2017-6-18_Step2","","","","2024-06-20 10:23:54","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","2","R390-11 T3 08M-MM S30T_1","","DMU 60 Monoblock","R390-016A-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\17-AA-MO-2017-6-18_Step3.mat","8. Milling trials (Jozef)\1. Data\1. MAT","17-AA-MO-2017-6-18_Step3.mat","C - legacy layout, has metadata","ok","","21.675546","2024-06-20 11:01:33","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","458964","9","double","33.045408","0.5","NaN","0.5","9","1","0","1","458964","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","14.3658385","17-AA-MO-2017-6-18_Step3","","","","2024-06-20 11:00:15","7314.28571428571","80","60","1194","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_3","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\17-AA-MO-2017-6-18_Step4.mat","8. Milling trials (Jozef)\1. Data\1. MAT","17-AA-MO-2017-6-18_Step4.mat","C - legacy layout, has metadata","ok","","14.976253","2024-06-20 11:16:46","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","316224","9","double","22.768128","0.5","NaN","0.5","9","1","0","1","316224","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","40.1796656","17-AA-MO-2017-6-18_Step4","","","","2024-06-20 11:15:48","7314.28571428571","80","75","1194","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_4","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\18-AA-MF-2024-6-7_Step1.mat","8. Milling trials (Jozef)\1. Data\1. MAT","18-AA-MF-2024-6-7_Step1.mat","C - legacy layout, has metadata","ok","","170.706923","2024-06-20 12:07:44","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3592656","9","double","258.671232","0.5","NaN","0.5","9","1","0","1","3592656","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","44.9363302","18-AA-MF-2024-6-7_Step1","","","","2024-06-20 11:59:02","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_1","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\18-AA-MF-2024-6-7_Step2.mat","8. Milling trials (Jozef)\1. Data\1. MAT","18-AA-MF-2024-6-7_Step2.mat","C - legacy layout, has metadata","ok","","131.200285","2024-06-20 12:16:46","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2741340","9","double","197.37648","0.5","NaN","0.5","9","1","0","1","2741340","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","28.154893","18-AA-MF-2024-6-7_Step2","","","","2024-06-20 12:10:13","7314.28571428571","80","60","1194","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_1","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\18-AA-MF-2024-6-7_Step3.mat","8. Milling trials (Jozef)\1. Data\1. MAT","18-AA-MF-2024-6-7_Step3.mat","C - legacy layout, has metadata","ok","","19.027598","2024-06-20 13:34:15","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","405528","9","double","29.198016","0.5","NaN","0.5","9","1","0","1","405528","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","26.9888554","18-AA-MF-2024-6-7_Step3","","","","2024-06-20 13:32:52","7314.28571428571","80","75","1492","Vf = 0.1400, ae 4.8mm.","0.1","0.1","CNMG 12 04 08-SM H13A_5","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\18-AA-MF-2024-6-7_Step4.mat","8. Milling trials (Jozef)\1. Data\1. MAT","18-AA-MF-2024-6-7_Step4.mat","C - legacy layout, has metadata","ok","","34.612632","2024-06-20 13:45:50","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","730536","9","double","52.598592","0.5","NaN","0.5","9","1","0","1","730536","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","13.7903704","18-AA-MF-2024-6-7_Step4","","","","2024-06-20 13:43:54","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.1","CNMG 12 04 08-SM H13A_6","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\19-AA-MF-2024-6-7_Step1.mat","8. Milling trials (Jozef)\1. Data\1. MAT","19-AA-MF-2024-6-7_Step1.mat","C - legacy layout, has metadata","ok","","176.688077","2024-06-20 14:16:48","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3766140","9","double","271.16208","0.5","NaN","0.5","9","1","0","1","3766140","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","66.6655619","19-AA-MF-2024-6-7_Step1","","","","2024-06-20 14:07:40","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_4","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\19-AA-MF-2024-6-7_Step2.mat","8. Milling trials (Jozef)\1. Data\1. MAT","19-AA-MF-2024-6-7_Step2.mat","C - legacy layout, has metadata","ok","","140.626383","2024-06-20 14:25:58","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2979240","9","double","214.50528","0.5","NaN","0.5","9","1","0","1","2979240","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","35.1881394","19-AA-MF-2024-6-7_Step2","","","","2024-06-20 14:18:42","7314.28571428571","80","45","895","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_4","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\19-AA-MF-2024-6-7_Step3.mat","8. Milling trials (Jozef)\1. Data\1. MAT","19-AA-MF-2024-6-7_Step3.mat","C - legacy layout, has metadata","ok","","12.663987","2024-06-20 14:32:27","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","267180","9","double","19.23696","0.5","NaN","0.5","9","1","0","1","267180","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","49.8145064","19-AA-MF-2024-6-7_Step3","","","","2024-06-20 14:31:36","7314.28571428571","80","60","895","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_5","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\1. MAT\19-AA-MF-2024-6-7_Step4.mat","8. Milling trials (Jozef)\1. Data\1. MAT","19-AA-MF-2024-6-7_Step4.mat","C - legacy layout, has metadata","ok","","12.765913","2024-06-20 14:36:11","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","274500","9","double","19.764","0.5","NaN","0.5","9","1","0","1","274500","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","7.4206634","19-AA-MF-2024-6-7_Step3","","","","2024-06-20 14:35:10","7314.28571428571","80","75","1492","Vf = 0.1400, ae 4.8mm.","0.1","0.1","R390-11 T3 08M-MM S30T_5","","DMU 60 Monoblock","R390-016A16-11L","false","false","","38","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\Tests\SpindleWithCoolant.mat","8. Milling trials (Jozef)\1. Data\Tests","SpindleWithCoolant.mat","C - legacy layout, has metadata","ok","","172.765628","2024-09-23 17:41:26","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3601920","9","double","259.33824","0.5","NaN","0.5","9","1","0","1","3601920","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","25600","10","35.1494737","2-AA-MF-2023-3-23","","","","2024-06-19 12:51:13","25600","80","30","1000","","0.1","0.1","CCMT 09 T3 08-MF S205","","NLX-2500 | 700","DDJNL2525X15JETI","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"8. Milling trials (Jozef)\1. Data\Tests\test7134Hz.mat","8. Milling trials (Jozef)\1. Data\Tests","test7134Hz.mat","C - legacy layout, has metadata","ok","","12.086433","2024-09-23 17:41:27","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","255468","9","double","18.393696","0.5","NaN","0.5","9","1","0","1","255468","0","","0","NaN","1","0","17","OpType|Operation|OperationType|EdgeID|SwarfID|fileVersion","","7314.28571428571","10","47.5597172","16-AA-MO-2017-6-18","","","","2024-06-19 11:38:50","7314.28571428571","80","30","1000","","0.1","0.1","CCMT 09 T3 08-MF S205","","NLX-2500 | 700","DDJNL2525X15JETI","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F1-100MPM_0.05feed_0.1DoC.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F1-100MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","133.643731","2024-09-28 16:39:51","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","6318080","9","double","454.90176","0.5","NaN","0.5","9","1","0","1","6318080","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","10","52.519445","15-AF-MO-2019-6-11","","","","","25600","250","100","3000","","0.05","0.1","VNMG150604-MF1 890 (A41)","","NLX-2500 | 700","DDJNL2525X15JETI","false","false","","1e-05","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F2-30MPM_0.1feed_0.1DoC.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F2-30MPM_0.1feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","3078.949284","2024-09-28 16:39:49","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","52313600","9","double","3766.5792","0.5","NaN","0.5","9","1","0","1","52313600","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","10","103.3429754","15-AF-MO-2019-6-11","VC","","","","25600","250","30","3000","","0.1","0.1","VNMG150604-MF1 890 (A41)","","NLX-2500 | 700","DDJNL2525X15JETI","true","false","","1e-05","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F3-100MPM_0.1feed_0.1DoC.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F3-100MPM_0.1feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","508.539056","2024-09-28 16:39:43","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","8721920","9","double","627.97824","0.5","NaN","0.5","9","1","0","1","8721920","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","10","35.4964726","15-AF-MO-2019-6-11","VC","","","","25600","250","100","3000","","0.1","0.1","VNMG150604-MF1 890 (A41)","","NLX-2500 | 700","DDJNL2525X15JETI","true","false","","1e-05","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F4-50MPM_0.1feed_0.1DoC.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F4-50MPM_0.1feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","949.144025","2024-09-28 16:39:24","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","15915520","9","double","1145.91744","0.5","NaN","0.5","9","1","0","1","15915520","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","10","33.8391319","15-AF-MO-2019-6-11","VC","","","","25600","250","50","3000","","0.1","0.1","CCMT 09 T3 08-MF S205","","NLX-2500 | 700","DDJNL2525X15JETI","true","false","","0.0001","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F5-50MPM_0.1feed_0.1DoC.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F5-50MPM_0.1feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","941.443575","2024-09-28 16:39:25","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","16025600","9","double","1153.8432","0.5","NaN","0.5","9","1","0","1","16025600","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","10","62.1395975","15-AF-MO-2019-6-11","VC","","","","25600","250","50","3000","","0.1","0.1","CNMG 12 04 08-SM 1105","","NLX-2500 | 700","QS-PCLNL 2525-12C","false","false","","30.23","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F6-30MPM_0.1feed_0.25DoC.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F6-30MPM_0.1feed_0.25DoC.mat","C - legacy layout, has metadata","ok","","1589.504871","2024-09-28 16:39:26","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","26455040","9","double","1904.76288","0.5","NaN","0.5","9","1","0","1","26455040","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","10","42.4640955","15-AF-MO-2019-6-11","VC","","","","25600","250","30","3000","","0.1","0.25","CNMG 12 04 08-SM H13A","","NLX-2500 | 700","QS-PCLNL 2525-12C","false","false","","1e-05","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F7-30MPM_0.1eed_0.5Doc.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F7-30MPM_0.1eed_0.5Doc.mat","C - legacy layout, has metadata","ok","","1620.201325","2024-09-28 16:39:27","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","26485760","9","double","1906.97472","0.5","NaN","0.5","9","1","0","1","26485760","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","10","110.7604014","15-AF-MO-2019-6-11","VC","","","","25600","250","30","3000","","0.1","0.5","CNMG 12 04 08-SM H13A","","NLX-2500 | 700","QS-PCLNL 2525-12C","false","false","","1e-05","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"9. Ti-17 + Pizza Trials (Dillon)\2. Data\15-AF-MO-2019-6-11-F8-30MPM_0.1feed_1DoC.mat","9. Ti-17 + Pizza Trials (Dillon)\2. Data","15-AF-MO-2019-6-11-F8-30MPM_0.1feed_1DoC.mat","C - legacy layout, has metadata","ok","","1635.154934","2024-10-09 12:36:45","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","26647040","9","double","1918.58688","0.5","NaN","0.5","9","1","0","1","26647040","0","","0","NaN","1","0","17","Operation|OperationType|TriggerTime|EdgeID|SwarfID|fileVersion","","25600","100","55.0750931","15-AF-MO-2019-6-11","VC","","","","25600","250","30","1000","","0.1","1","CNMG 12 04 08-SM H13A","","NLX-2500 | 700","QS-PCLNL 2525-12C","false","false","","1e-05","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
